UNIQUE ID	PONUMBER	INVOICE NO	INVOICE DATE	VENDOR/SUPPLIER NO	DMR Number	gateno	gatedate	GATE ENTRY TIME	Plant	PO DATE	Name of Person Responsible for Creating the Object	Date on which the record was created	Material Staging Time (Local Relating to a Plant)	Transport Details	BOE number	BOE Date	HAWB Number	MAWB Number	Vehicle Number	Number of Boxes/Palletes
321380 | 1112500292 | PT1/G/25-26/0341 |  | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA |  | NA |  | TN-01-AB-001 | 2
321379 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321379 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321379 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321379 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321378 | 1112500292 | PT1/G/25-26/0341 |  | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA |  | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 |  | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 01-01-1900 | Thanya Software | 31-07-2025 | 17:41 | SEA | NA |  | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 |  | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 01-01-1900 | Thanya Software | 31-07-2025 | 17:41 | SEA | NA |  | NA |  | TN-01-AB-001 | 2
321378 | 235234 | 2435sdef35 | 07-08-2025 | GDN | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 07-08-2025 | Thanya Software | 31-07-2025 | 17:41 | SEA | 12243 | 07-08-2025 | 524 |  | TN-01-AB-001 | 1
321378 | 235234 | 2435sdef35 | 07-08-2025 | GDN | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 07-08-2025 | Thanya Software | 31-07-2025 | 17:41 | SEA | 12243 | 07-08-2025 | 524 |  | TN-01-AB-001 | 1
321378 | 235234 | 2435sdef35 | 07-08-2025 | GDN | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 07-08-2025 | Thanya Software | 31-07-2025 | 17:41 | SEA | 12243 | 07-08-2025 | 524 |  | TN-01-AB-001 | 1
321378 | 55 | inv14000 | 09-07-2025 | FOXCONN | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 10-07-2025 | Thanya Software | 31-07-2025 | 17:41 | SEA | gfgfgf | 03-07-2025 | gfgf | gty | TN-01-AB-001 | 1
321378 | 1112500292 | PT1/G/25-26/0341 |  | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 01-01-1900 | Thanya Software | 31-07-2025 | 17:41 | AIR | NA |  | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 |  | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 01-01-1900 | Thanya Software | 31-07-2025 | 17:41 | SEA | NA |  | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 |  | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  | 01-01-1900 | Thanya Software | 31-07-2025 | 17:41 | SEA | NA |  | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1112500292 | PT1/G/25-26/0341 | 16-06-2025 | Pranav Techone Private Limited | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA | NA | 16-06-2025 | NA |  | TN-01-AB-001 | 2
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | AIR |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | SEA |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
321378 | 1142503397 | 3326121668 | 30-07-2025 | TEJAS 1140 | DMR2500121 | RSS1000 | 09-07-2025 | 11:54 | 1040 SRI RANGA  |  | Thanya Software | 31-07-2025 | 17:41 | ROAD |  |  |  |  | TN-01-AB-001 | 1
